id,journal_key,name_latex,name_unicode,issn_print,issn_electronic
1906,slovensky-filozoficky-casopis-bratislava,Slovensky Filozoficky Casopis (Bratislava),Slovensky Filozoficky Casopis (Bratislava),,
1907,social-epistemology,Social Epistemology,Social Epistemology,,
1908,social-philosophy-and-policy,Social Philosophy and Policy,Social Philosophy and Policy,,
1909,social-philosophy-today,Social Philosophy Today,Social Philosophy Today,,
1910,social-research,Social Research,Social Research,,
1911,social-theory-and-practice,Social Theory and Practice,Social Theory and Practice,,
1912,socialist-review,Socialist Review,Socialist Review,,
1913,sophia-international-journal-for-philosophy-of-religion-metaphysical-theology-and-ethics,"Sophia: International journal for Philosophy of Religion, Metaphysical Theology and Ethics","Sophia: International journal for Philosophy of Religion, Metaphysical Theology and Ethics",,
1914,sophia-international-journal-of-philosophy-and-traditions,Sophia.~International Journal of Philosophy and Traditions,Sophia. International Journal of Philosophy and Traditions,,
1915,sorites,Sorites,Sorites,,
1916,soundings-an-interdisciplinary-journal,Soundings: An Interdisciplinary Journal,Soundings: An Interdisciplinary Journal,,
1917,south-african-journal-of-philosophy-suid-afrikaanse-tydskrif-vir-wysbegeerte,South African Journal of Philosophy / Suid-Afrikaanse Tydskrif Vir Wysbegeerte,South African Journal of Philosophy / Suid-Afrikaanse Tydskrif Vir Wysbegeerte,,
1918,southwest-philosophical-studies,Southwest Philosophical Studies,Southwest Philosophical Studies,,
1919,southwest-philosophy-review,Southwest Philosophy Review,Southwest Philosophy Review,,
1920,spontaneous-generations-a-journal-for-the-history-and-philosophy-of-science,Spontaneous Generations: A Journal for the History and Philosophy of Science,Spontaneous Generations: A Journal for the History and Philosophy of Science,,
1921,studi-internazionali-di-filosofia,Studi Internazionali di Filosofia,Studi Internazionali di Filosofia,,
1922,studi-kantiani,Studi Kantiani,Studi Kantiani,,
1923,studi-medievali,Studi Medievali,Studi Medievali,,
1924,studia-cartesiana,Studia Cartesiana,Studia Cartesiana,,
1925,studia-filozoficzne,Studia Filozoficzne,Studia Filozoficzne,,
1926,studia-leibnitiana,Studia Leibnitiana,Studia Leibnitiana,,
1927,studia-logica,Studia Logica,Studia Logica,,
1928,studia-logica-an-international-journal-for-symbolic-logic,Studia Logica: An International Journal for Symbolic Logic,Studia Logica: An International Journal for Symbolic Logic,,
1929,studia-neoaristotelica,Studia Neoaristotelica,Studia Neoaristotelica,,
1930,studia-phaenomenologica,Studia Phaenomenologica,Studia Phaenomenologica,,
1931,studia-philosophiae-christianae,Studia Philosophiae Christianae,Studia Philosophiae Christianae,,
1932,studia-philosophica-commentarii-societatis-philosophicae-polonorum,Studia Philosophica (Commentarii Societatis Philosophicae Polonorum),Studia Philosophica (Commentarii Societatis Philosophicae Polonorum),,
1933,studia-philosophica-estonica,Studia Philosophica Estonica,Studia Philosophica Estonica,,
1934,studia-spinozana,Studia Spinozana,Studia Spinozana,,
1935,studia-universitatis-babes-bolyai,Studia Universitatis Babes-Bolyai,Studia Universitatis Babes-Bolyai,,
1936,studies-in-history-and-philosophy-of-science,Studies in History and Philosophy of Science,Studies in History and Philosophy of Science,,
1937,studies-in-history-and-philosophy-of-science-part-b-studies-in-history-and-philosophy-of-modern-physics,Studies in History and Philosophy of Science.~Part B: Studies in History and Philosophy of Modern Physics,Studies in History and Philosophy of Science. Part B: Studies in History and Philosophy of Modern Physics,,
1938,studies-in-history-and-philosophy-of-science-part-c-studies-in-history-and-philosophy-of-biological-and-biomedical-sciences,Studies in History and Philosophy of Science.~Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,Studies in History and Philosophy of Science. Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,,
1939,studies-in-logic,Studies in Logic,Studies in Logic,,
1940,studies-in-logical-theory,Studies in Logical Theory,Studies in Logical Theory,,
1941,studies-in-philosophy-and-the-history-of-philosophy,Studies in Philosophy and the History of Philosophy,Studies in Philosophy and the History of Philosophy,,
1942,studies-in-religion-sciences-religieuses,Studies in Religion / Sciences Religieuses,Studies in Religion / Sciences Religieuses,,
1943,studies-in-voltaire-and-the-eighteenth-century,Studies in Voltaire and the Eighteenth Century,Studies in Voltaire and the Eighteenth Century,,
1944,studium-generale,Studium Generale,Studium Generale,,
1945,sud,Sud,Sud,,
1946,sudhoffs-archiv-fur-geschichte-der-medizin-und-der-wissenschaften,"Sudhoffs Archiv f{\""u}r Geschichte der Medizin und der Wissenschaften",Sudhoffs Archiv für Geschichte der Medizin und der Wissenschaften,,
1947,symposion,Symposion,Symposion,,
1948,synthese,Synthese,Synthese,,
1949,synthesis-philosophica,Synthesis Philosophica,Synthesis Philosophica,,
1950,taiwanese-journal-for-philosophy-and-history-of-science,Taiwanese Journal for Philosophy and History of Science,Taiwanese Journal for Philosophy and History of Science,,
1951,teaching-philosophy,Teaching Philosophy,Teaching Philosophy,,
1952,techne,Techn{\'e},Techné,,
1953,teorema,Teorema,Teorema,,
1954,teoria,Teoria,Teoria,,
1955,the-ai-magazine,The {AI} Magazine,The AI Magazine,,
1956,the-american-political-science-review,The American Political Science Review,The American Political Science Review,,
1957,the-amherst-lecture-in-philosophy,The Amherst Lecture in Philosophy,The Amherst Lecture in Philosophy,,
1958,the-athenaeum,The Athenaeum,The Athenaeum,,
1959,the-british-journal-for-the-history-of-science,The British Journal for the History of Science,The British Journal for the History of Science,,
1960,the-british-journal-for-the-philosophy-of-science,The British Journal for the Philosophy of Science,The British Journal for the Philosophy of Science,,
1961,the-british-journal-of-aesthetics,The British Journal of Aesthetics,The British Journal of Aesthetics,,
1962,the-bulletin-of-symbolic-logic,The Bulletin of Symbolic Logic,The Bulletin of Symbolic Logic,,
1963,the-classical-quarterly,The Classical Quarterly,The Classical Quarterly,,
1964,the-classical-review,The Classical Review,The Classical Review,,
1965,the-electronic-journal-of-analytic-philosophy,The Electronic Journal of Analytic Philosophy,The Electronic Journal of Analytic Philosophy,,
1966,the-harvard-review-of-philosophy,The Harvard Review of Philosophy,The Harvard Review of Philosophy,,
1967,the-heythrop-journal,The Heythrop Journal,The Heythrop Journal,,
1968,the-hibbert-journal,The Hibbert Journal,The Hibbert Journal,,
1969,the-independent-review,The Independent Review,The Independent Review,,
1970,the-indian-journal-of-philosophy,The Indian Journal of Philosophy,The Indian Journal of Philosophy,,
1971,the-journal-of-aesthetics-and-art-criticism,The Journal of Aesthetics and Art Criticism,The Journal of Aesthetics and Art Criticism,,
1972,the-journal-of-analytic-theology,The Journal of Analytic Theology,The Journal of Analytic Theology,,
1973,the-journal-of-applied-logic,The Journal of Applied Logic,The Journal of Applied Logic,,
1974,the-journal-of-ethics,The Journal of Ethics,The Journal of Ethics,,
1975,the-journal-of-medicine-and-philosophy,The Journal of Medicine and Philosophy,The Journal of Medicine and Philosophy,,
1976,the-journal-of-philosophy,The Journal of Philosophy,The Journal of Philosophy,,
1977,the-journal-of-philosophy-psychology-and-scientific-methods,"The Journal of Philosophy, Psychology and Scientific Methods","The Journal of Philosophy, Psychology and Scientific Methods",,
1978,the-journal-of-political-philosophy,The Journal of Political Philosophy,The Journal of Political Philosophy,,
1979,the-journal-of-pragmatics,The Journal of Pragmatics,The Journal of Pragmatics,,
1980,the-journal-of-religious-ethics,The Journal of Religious Ethics,The Journal of Religious Ethics,,
1981,the-journal-of-social-philosophy,The Journal of Social Philosophy,The Journal of Social Philosophy,,
1982,the-journal-of-speculative-philosophy,The Journal of Speculative Philosophy,The Journal of Speculative Philosophy,,
1983,the-journal-of-symbolic-logic,The Journal of Symbolic Logic,The Journal of Symbolic Logic,,
1984,the-journal-of-the-theory-and-criticism-of-the-visual-arts,The Journal of the Theory and Criticism of the Visual Arts,The Journal of the Theory and Criticism of the Visual Arts,,
1985,the-journal-of-unified-science-erkenntnis,The Journal of Unified Science (Erkenntnis),The Journal of Unified Science (Erkenntnis),,
1986,the-journal-of-value-inquiry,The Journal of Value Inquiry,The Journal of Value Inquiry,,
1987,the-london-review-of-books,The London Review of Books,The London Review of Books,,
1988,the-modern-schoolman,The Modern Schoolman,The Modern Schoolman,,
1989,the-monist,The Monist,The Monist,,
1990,the-national-catholic-bioethics-quarterly,The National Catholic Bioethics Quarterly,The National Catholic Bioethics Quarterly,,
1991,the-new-scholasticism,The New Scholasticism,The New Scholasticism,,
1992,the-new-schoolman,The New Schoolman,The New Schoolman,,
1993,the-new-yearbook-for-phenomenology-and-phenomenological-philosophy,The New Yearbook for Phenomenology and Phenomenological Philosophy,The New Yearbook for Phenomenology and Phenomenological Philosophy,,
1994,the-new-york-review-of-books,The New York Review of Books,The New York Review of Books,,
1995,the-owl-of-minerva,The Owl of Minerva,The Owl of Minerva,,
1996,the-personalist,The Personalist,The Personalist,,
1997,the-personalist-forum,The Personalist Forum,The Personalist Forum,,
1998,the-philosopher,The Philosopher,The Philosopher,,
1999,the-philosophers-magazine,The Philosophers' Magazine,The Philosophers' Magazine,,
2000,the-philosophical-forum,The Philosophical Forum,The Philosophical Forum,,
2001,the-philosophical-quarterly,The Philosophical Quarterly,The Philosophical Quarterly,,
2002,the-philosophical-quarterly-india,The Philosophical Quarterly (India),The Philosophical Quarterly (India),,
2003,the-philosophical-review,The Philosophical Review,The Philosophical Review,,
2004,the-pluralist,The Pluralist,The Pluralist,,
2005,the-reasoner,The Reasoner,The Reasoner,,
2006,the-review-of-metaphysics,The Review of Metaphysics,The Review of Metaphysics,,
2007,the-review-of-modern-logic,The Review of Modern Logic,The Review of Modern Logic,,
2008,the-review-of-philosophy-and-psychology,The Review of Philosophy and Psychology,The Review of Philosophy and Psychology,,
2009,the-review-of-symbolic-logic,The Review of Symbolic Logic,The Review of Symbolic Logic,,
2010,the-southern-journal-of-philosophy,The Southern Journal of Philosophy,The Southern Journal of Philosophy,,
2011,the-southwestern-journal-of-philosophy,The Southwestern Journal of Philosophy,The Southwestern Journal of Philosophy,,
2012,the-thomist,The Thomist,The Thomist,,
2013,the-times-literary-supplement,The Times Literary Supplement,The Times Literary Supplement,,
2014,the-visva-bharati-journal-of-philosophy,The Visva-Bharati Journal of Philosophy,The Visva-Bharati Journal of Philosophy,,
2015,theologie-und-philosophie,Theologie und Philosophie,Theologie und Philosophie,,
2016,theorema,Theorema,Theorema,,
2017,theoretical-computer-science,Theoretical Computer Science,Theoretical Computer Science,,
2018,theoretical-linguistics,Theoretical Linguistics,Theoretical Linguistics,,
2019,theoria,Theoria,Theoria,,
2020,theoria-san-sebastian-secunda-epoca,"Theoria (San Sebastian), Secunda {\'e}poca","Theoria (San Sebastian), Secunda época",,
2021,theoria-to-theory,Theoria to Theory,Theoria to Theory,,
2022,theoria-an-international-journal-for-theory-history-and-foundations-of-science,"Theoria: An International Journal for Theory, History and Foundations of Science","Theoria: An International Journal for Theory, History and Foundations of Science",,
2023,theory-and-decision,Theory and Decision,Theory and Decision,,
2024,theory-and-society,Theory and Society,Theory and Society,,
2025,think,Think,Think,,
2026,thought,Thought,Thought,,
2027,tijdschrift-voor-filosofie,Tijdschrift voor filosofie,Tijdschrift voor filosofie,,
2028,topoi,Topoi,Topoi,,
2029,traditio,Traditio,Traditio,,
2030,transactions-of-the-american-mathematical-society,Transactions of the American Mathematical Society,Transactions of the American Mathematical Society,,
2031,transactions-of-the-charles-sanders-peirce-society,Transactions of the Charles Sanders Peirce Society,Transactions of the Charles Sanders Peirce Society,,
2032,trends-in-cognitive-sciences,Trends in Cognitive Sciences,Trends in Cognitive Sciences,,
2033,tulane-studies-in-philosophy,Tulane Studies in Philosophy,Tulane Studies in Philosophy,,
2034,ultimate-reality-and-meaning-interdisciplinary-studies-in-the-philosophy-of-understanding,Ultimate Reality and Meaning: Interdisciplinary Studies in the Philosophy of Understanding,Ultimate Reality and Meaning: Interdisciplinary Studies in the Philosophy of Understanding,,
2035,utilitas,Utilitas,Utilitas,,
2036,veritas,Veritas,Veritas,,
2037,versus,Versus,Versus,,
2038,vivarium,Vivarium,Vivarium,,
2039,wiener-jahrbuch-fur-philosophie,"Wiener Jahrbuch f{\""u}r Philosophie",Wiener Jahrbuch für Philosophie,,
2040,wittgenstein-studien,Wittgenstein Studien,Wittgenstein Studien,,
2041,wittgenstein-studies,Wittgenstein Studies,Wittgenstein Studies,,
2042,zeitschrift-fur-allgemeine-wissenschaftstheorie-journal-for-general-philosophy-of-science,"Zeitschrift f{\""u}r allgemeine Wissenschaftstheorie / Journal for General Philosophy of Science",Zeitschrift für allgemeine Wissenschaftstheorie / Journal for General Philosophy of Science,,
2043,zeitschrift-fur-ethik-und-moralphilosophie,"Zeitschrift f{\""u}r Ethik und Moralphilosophie",Zeitschrift für Ethik und Moralphilosophie,,
2044,zeitschrift-fur-mathematische-logik-und-grundlagen-der-mathematik,"Zeitschrift f{\""u}r mathematische Logik und Grundlagen der Mathematik",Zeitschrift für mathematische Logik und Grundlagen der Mathematik,,
2045,zeitschrift-fur-philosophische-forschung,"Zeitschrift f{\""u}r philosophische Forschung",Zeitschrift für philosophische Forschung,,
2046,zygon,Zygon,Zygon,,
2048,logos-anales-del-seminario-de-metafisica-universidad-complutense-de-madrid-espana,"Logos.~Anales Del Seminario de Metaf{\'{\i}}sica [Universidad Complutense de Madrid, Espa{\~n}a]","Logos. Anales Del Seminario de Metafísica [Universidad Complutense de Madrid, España]",,
2049,przeglad-filozoficzny,Przegl{\k{a}}d Filozoficzny,Przegląd Filozoficzny,,
2050,studia-logica-wydawnictwo-poswiecone-logice-i-jej-historji,Studia Logica (wydawnictwo po{\'s}wi{\k{e}}cone logice i jej historji),Studia Logica (wydawnictwo poświęcone logice i jej historji),,
2051,metaphi,"meta($\phi$), Journal f{\""u}r Philosophie an der Universit{\""a}t Bern","meta(ϕ), Journal für Philosophie an der Universität Bern",,
2052,metaphi-pre-2022,"meta($\phi$), Zeitschrift der Fachschaft Philosophie an der Universit{\""a}t Bern","meta(ϕ), Zeitschrift der Fachschaft Philosophie an der Universität Bern",,
2053,arete,"\emph{arete}, student online philosophy journal","arete, student online philosophy journal",,
